Date,Property,Unit,Category,Amount,Paid?,Vendor,Notes
2023/12/14,Leslieville Fourplex,Unit 1,Snow Removal,300.83,Y,Snowline Property Services,Salted front steps
2023-12-19,Danforth Triplex,Upper,Heating,524.24,Y,Don Valley HVAC,Replaced furnace igniter
2023/12/16,Leslieville Fourplex,Unit 4,LANDSCAPING,248.94,Y,Greenwood Cleaning,Lawn cut and edging
2023-12-04,Parkdale Walk-Up,Unit 8,Plumbing,156.61,Y,Beaches Plumbing Co.,Replaced shut-off valve
2023-12-10,Parkdale Walk-Up,Unit 3,Snow Removal,119.50,No,Snowline Property Services,Salted front steps
2023-12-24,Leslieville Fourplex,Common area,Heating,603.42,Y,Don Valley HVAC,Replaced furnace igniter
2023-12-24,Leslieville Fourplex,Common area,Heating,603.42,Y,Don Valley HVAC,Replaced furnace igniter
2023-12-01,Parkdale Walk-Up,Unit 3,Landscaping,240.97,Y,Greenwood Cleaning,Leaf cleanup
2023-12-18,Parkdale Walk-Up,Unit 1,Snow Removal,208.66,Yes,Snowline Property Services,Walkway and steps cleared  
2023-12-11,Danforth Triplex,Common area,Landscaping,238.08,Y,Greenwood Cleaning,Leaf cleanup
2023-12-06,Leslieville Fourplex,Common area,Appliance,204.67,Y,Riverdale Appliance Repair,Fridge not cooling
2023-12-24,Leslieville Fourplex,Unit 3,Appliance,372.40,N,Riverdale Appliance Repair,Dryer belt replaced
20/12/2023,Danforth Triplex,Lower,Pest Control,247.55,Yes,Queen West Pest Control,"Mice treatment, basement"
2023-12-28,Parkdale Walk-Up,Unit 3,Cleaning,102.04,Y,Greenwood Cleaning,Common area clean
2023-12-07,Leslieville Fourplex,Unit 2,CLEANING,190.81,yes,Greenwood Cleaning,Common area clean
2023-12-18, Danforth Triplex ,Main,Heating,661.97,Y,Don Valley HVAC,Furnace service
"Dec 18, 2023",Leslieville Fourplex,Common area,Snow Removal,122.45,Yes,Snowline Property Services,Salted front steps
2023-12-16,Parkdale Walk-Up,Unit 3,Cooling,283.08,Y,Don Valley HVAC,Window unit replaced
2023/12/22,Danforth Triplex,Common area,Plumbing,152.68,Y,Beaches Plumbing Co.,Replaced shut-off valve
2023-12-12,Leslieville Fourplex,Unit 2, Pest Control ,319.40,N,Queen West Pest Control,Follow-up treatment
2023-12-10,Danforth Triplex,Main,Appliance,251.51,N,Riverdale Appliance Repair,Stove element replaced
2023-12-02,Danforth Triplex,Lower,electrical,350.58,Y,Leslieville Electric Ltd,Replaced GFCI outlet
01/12/2023,Leslieville Fourplex,Unit 4,Electrical,168.24,Y,Leslieville Electric Ltd,Swapped hallway light fixture
"Jan 1, 2024",Danforth Triplex,Main,Rent,N/A,Y,,
"Jan 1, 2024",Danforth Triplex,Upper,Rent,2460,FALSE,,
"Jan 1, 2024",Danforth Triplex,Upper,Rent,2460,FALSE,,
"Jan 1, 2024",Danforth Triplex,Upper,Rent,2460,FALSE,,
"Jan 1, 2024",danforth triplex,Lower,Rent,1691,Y,,
02/01/2024,Leslieville Fourplex,Unit 1,Rent,1947.00,N,,
"Jan 3, 2024", Leslieville Fourplex ,Unit 2,Rent,N/A,Y,,
2024-01-01,Leslieville Fourplex,Unit 3,Rent,2101,Y,,
2024-01-01, Leslieville Fourplex ,Unit 4,Rent,2306.00,Y,,
"Jan 1, 2024",Parkdale Walk-Up,Unit 1,Rent,1589.00,Y,,
2024-01-01,Parkdale Walk-Up,Unit 2, Rent ,1635.00,Y,,
02/01/2024,parkdale walk-up,Unit 3,Rent,1681.00,Y,,
2024-01-01,Parkdale Walk-Up,Unit 4,Rent,1727,no,,
2024-01-02,Parkdale Walk-Up,Unit 5,Rent,1773.00,Y,,
2024-01-01,Parkdale Walk-Up,Unit 6, Rent ,1819.00,Y,,
2024-01-05,Parkdale Walk-Up,Unit 7,Rent,1865,N,,
2024-01-01,Parkdale Walk-Up,Unit 8,Rent,1912,Y,,
"Jan 5, 2024",Parkdale Walk-Up,Unit 9,Rent,1958,Y,,
2024-01-05,Parkdale Walk-Up,Unit 10,Rent,,Y,,
"Jan 1, 2024",Parkdale Walk-Up,Unit 11,Rent,2050.00,Y,,
"Jan 1, 2024",Parkdale Walk-Up,Unit 12,Rent,2096.00,Y,,
2024-01-21,Parkdale Walk-Up,Unit 7,Appliance,$251.71,TRUE,Riverdale Appliance Repair,Stove element replaced
2024-01-16,Leslieville Fourplex,Unit 4,Pest Control,223.25,Y,Queen West Pest Control  ,Follow-up treatment  
2024/01/10,Danforth Triplex,Lower,Plumbing,327.92,Y,Beaches Plumbing Co.,Replaced shut-off valve
23/01/2024,Parkdale Walk-Up,Unit 11,Cooling,432.24,Y,Don Valley HVAC,"AC not cooling, recharged"
2024-01-30,Leslieville Fourplex,Unit 4,Cleaning,150.62,Y,Greenwood Cleaning,Common area clean
09/01/2024,Parkdale Walk-Up,Unit 4,Plumbing,553.82,TRUE,Beaches Plumbing Co.,Cleared bathroom drain
19/01/2024,Danforth Triplex,Upper,Snow Removal,$234.55,Y,Snowline Property Services,Walkway and steps cleared
2024-01-05,Danforth Triplex,Upper, Electrical ,235.43,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2024-01-11,Parkdale Walk-Up,Common area,Heating,592.94,Yes,Don Valley HVAC,Furnace service
2024-01-31,Danforth Triplex,Common area,Electrical,$311.28,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2024-01-09,Parkdale Walk-Up,Common area,Snow Removal,192.40,Y,Snowline Property Services,Walkway and steps cleared
2024-01-13,Danforth Triplex,Upper,Pest Control,85.24,Y,Queen West Pest Control,Follow-up treatment
2024-01-25,Leslieville Fourplex,Unit 2,Pest Control,278.98,Yes,Queen West Pest Control,Follow-up treatment
2024-01-17,DANFORTH TRIPLEX,Lower,Appliance,335.75,Yes,Riverdale Appliance Repair,Stove element replaced
2024-01-08,Danforth Triplex,Lower,Plumbing,302.92,FALSE, Beaches Plumbing Co.,Cleared bathroom drain
2024-01-08,Danforth Triplex,Lower,Plumbing,302.92,FALSE, Beaches Plumbing Co.,Cleared bathroom drain
2024-01-14,Danforth Triplex,Upper,Snow Removal,119.82,Y,Snowline Property Services,Salted front steps
2024-01-30,Danforth Triplex,Common area,cleaning,48.03,Yes,Greenwood Cleaning,Turnover clean
2024-01-15,Danforth Triplex,Upper,Electrical,234.39,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2024-01-21,Danforth Triplex,Main,Electrical,123.12,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2024-01-02,Parkdale Walk-Up,Unit 2,Electrical,491.36,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2024-01-30,Parkdale Walk-Up,Unit 7,appliance,370.79,Yes,Riverdale Appliance Repair,Dryer belt replaced
27/01/2024,Leslieville Fourplex,Unit 2,Heating,40,TRUE,Don Valley HVAC,Boiler pressure reset  
2024-02-01, Danforth Triplex ,Main,Rent,2259,Y,,
"Feb 2, 2024",Danforth Triplex,Upper,Rent,2522.00,TRUE,,
2024-02-01,Danforth Triplex,Lower,Rent,1734.00,Yes,,
03/02/2024,Leslieville Fourplex,Unit 1,Rent,1996.00,Y,,
"Feb 2, 2024",Leslieville Fourplex,Unit 2,Rent,2049.00,Yes,,
01/02/2024,Leslieville Fourplex,Unit 3,Rent,2154.00,Y,,
2024-02-02,Leslieville Fourplex,Unit 4,Rent,2364,Y,,
2024-02-02  ,Parkdale Walk-Up,Unit 1,Rent,1628,Yes,,
2024/02/02,Parkdale Walk-Up,Unit 2,Rent,1676.00,Y,,
2024-02-01,Parkdale Walk-Up,Unit 3,Rent,1723.00,Y,,
"Feb 1, 2024",PARKDALE WALK-UP,Unit 4,Rent,1770,Y,,
02/02/2024,Parkdale Walk-Up,Unit 5,Rent,1818,Y,,
2024-02-01,Parkdale Walk-Up,Unit 6,Rent,1865,Y,,
2024-02-02, Parkdale Walk-Up ,Unit 7,Rent,1912,Y,,
2024-02-03,Parkdale Walk-Up,Unit 8,Rent,"$1,959.00",Y,,
"Feb 5, 2024",Parkdale Walk-Up,Unit 9,Rent,2007,Y,,
2024-02-02,Parkdale Walk-Up,Unit 10,Rent,"$2,054.00",Yes,,
2024-02-01,Parkdale Walk-Up,Unit 11,Rent,2101.00,Y,,
2024-02-03,Parkdale Walk-Up,Unit 12,Rent,2149.00,Yes,,
2024-02-20,Danforth Triplex,Upper,Snow Removal,191.65,Yes,Snowline Property Services,Walkway and steps cleared
2024-02-03,Leslieville Fourplex,Unit 4,Cleaning,206.64,Y,Greenwood Cleaning,Common area clean
2024-02-01,Leslieville Fourplex,Common area,Landscaping,171.57,Yes,Greenwood Cleaning,Lawn cut and edging
2024/02/02,leslieville fourplex,Common area,Cleaning,165.39,Y,Greenwood Cleaning,Common area clean
2024-02-24,Danforth Triplex,Upper,Plumbing,-335.05,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2024-02-10,Danforth Triplex,Upper,Cleaning,185.50,Y,Greenwood Cleaning,Common area clean
14/02/2024,Danforth Triplex,Main,Cleaning,174.44,Y,Greenwood Cleaning,Common area clean
2024-02-28,Leslieville Fourplex,Unit 3,Appliance,301.38,Y,Riverdale Appliance Repair,Fridge not cooling
2024-02-28,Leslieville Fourplex,Unit 3,Appliance,301.38,Y,Riverdale Appliance Repair,Fridge not cooling
2024-02-11,PARKDALE WALK-UP,Unit 1,Snow Removal,48.97,Yes,Snowline Property Services,Walkway and steps cleared
05/02/2024,Leslieville Fourplex,Unit 1,Appliance,273.10,Y,Riverdale Appliance Repair,Fridge not cooling
2024-02-18,Leslieville Fourplex,Unit 2,Heating,776.35,TRUE,Don Valley HVAC,Boiler pressure reset
2024-02-10,Danforth Triplex,Upper,Pest Control,284.63,Y,Queen West Pest Control,Follow-up treatment
2024-02-05,Danforth Triplex,Lower,Cleaning,216.10,Y,Greenwood Cleaning,Turnover clean
2024-02-08,Danforth Triplex,Upper,Electrical,253.06,No,Leslieville Electric Ltd, Replaced GFCI outlet
2024-02-02,Leslieville Fourplex,Common area,PLUMBING,439.38,Y,Beaches Plumbing Co.,Replaced shut-off valve
2024-02-23,Leslieville Fourplex,Unit 4,Cleaning,193.94,Y,Greenwood Cleaning,Common area clean
28/02/2024,Leslieville Fourplex,Unit 1,Pest Control,263.42,Y,Queen West Pest Control,Follow-up treatment
2024-02-02,Danforth Triplex,Main,Snow Removal,159.89,Y,Snowline Property Services,Salted front steps
 2024-02-13,Danforth Triplex,Common area,Electrical,$450.24,Y,Leslieville Electric Ltd,Swapped hallway light fixture
03/02/2024,Leslieville Fourplex,Unit 3,Plumbing,$168.31,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
 2024/02/22,Parkdale Walk-Up,Unit 8,Pest Control,341.23,yes,Queen West Pest Control,"Mice treatment, basement"
2024-02-17,Leslieville Fourplex,Unit 2,Cleaning,140.25,N,Greenwood Cleaning,Turnover clean
"Mar 1, 2024",danforth triplex,Main,Rent,2259,yes,,
2024-03-01,Danforth Triplex,Upper,Rent,2522.00,Y,,
2024-03-01,Danforth Triplex,Lower,Rent,1734,Yes,,
2024-03-01,leslieville fourplex,Unit 1,Rent,1996.00,Yes,,
2024-03-01,Leslieville Fourplex,Unit 2,Rent,2049.00,Yes,,
2024-03-05,Leslieville Fourplex,Unit 3,Rent,2154.00,N,,
2024-03-03,Leslieville Fourplex,Unit 4,Rent,2364.00,Y,,
2024-03-01,Parkdale Walk-Up,Unit 1,Rent,"$1,628.00",Y,,
2024-03-02,Parkdale Walk-Up,Unit 2,Rent,1676,Y,,
01/03/2024,Parkdale Walk-Up,Unit 3,Rent,1723,Y,,
2024-03-01,Parkdale Walk-Up,Unit 4,Rent,1770,TRUE,,
"Mar 5, 2024",Parkdale Walk-Up,Unit 5,Rent,1818.00,Y,,
2024-03-02,Parkdale Walk-Up,Unit 6,Rent,1865,Y,,
2024-03-02,Parkdale Walk-Up,Unit 7,Rent,1912.00,TRUE,,
2024-03-03  ,Parkdale Walk-Up,Unit 8,Rent,1959.00,Y,,
2024/03/01,Parkdale Walk-Up,Unit 9,Rent,"$2,007.00",Yes,,
2024-03-05,Parkdale Walk-Up,Unit 10,Rent,2054.00,Y,,
2024-03-02,Parkdale Walk-Up,Unit 11,Rent,2101,Y,,
2024-03-01,Parkdale Walk-Up,Unit 12,Rent,2149.00,Y,,
2024-03-06,Leslieville Fourplex,Common area,Plumbing,235.02,Y,Beaches Plumbing Co.,Replaced shut-off valve
2024-03-08,Danforth Triplex,Lower,Electrical,519.58,N,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2024-03-24,Danforth Triplex,Upper, Electrical ,583.44,Y, Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2024-03-02,Parkdale Walk-Up,Unit 11,Electrical,334.47,TRUE,Leslieville Electric Ltd,Replaced GFCI outlet
"Mar 28, 2024",Danforth Triplex,Main,Cleaning,N/A,yes,Greenwood Cleaning,Common area clean
2024-03-16,Leslieville Fourplex,Unit 4,Pest Control,146.60,N,Queen West Pest Control,"Mice treatment, basement"
2024-03-17,Leslieville Fourplex,Unit 3,Heating,42.06,Yes,Don Valley HVAC,Replaced furnace igniter
2024-03-16,Parkdale Walk-Up,Unit 10,Plumbing,335.84,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
2024-03-16,Leslieville Fourplex,Unit 4,Appliance,210.44,Y,Riverdale Appliance Repair,Dryer belt replaced
2024-03-14,Leslieville Fourplex,Common area,Heating,220,Y,Don Valley HVAC,Bled radiators
12/03/2024,Parkdale Walk-Up,Unit 2,Appliance,177.41,Y,Riverdale Appliance Repair,Dryer belt replaced
"Mar 1, 2024",Parkdale Walk-Up,Unit 2,Electrical,362.21,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2024-03-19, Danforth Triplex ,Main,Appliance,347,Y,Riverdale Appliance Repair,Fridge not cooling
2024-03-26,Parkdale Walk-Up,Unit 4,ELECTRICAL,466.45,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2024-03-15,Parkdale Walk-Up,Unit 5,Pest Control,345.65,N,Queen West Pest Control,Follow-up treatment
2024-03-05,Danforth Triplex,Lower,Plumbing,314.83,yes,Beaches Plumbing Co.,Cleared bathroom drain
 2024-03-19,Leslieville Fourplex,Unit 3,Electrical,295.53,no,Leslieville Electric Ltd,Replaced GFCI outlet
2024-03-23,Parkdale Walk-Up,Unit 7,Cleaning,128.81,Y,Greenwood Cleaning,Common area clean
2024-03-18,Danforth Triplex,Upper,Snow Removal,177.61,Y,Snowline Property Services,Walkway and steps cleared
06/03/2024,Parkdale Walk-Up,Unit 2, Snow Removal ,256.22,Yes,Snowline Property Services,Walkway and steps cleared
2024-03-30,Danforth Triplex,Main,Plumbing,$288.75,Y,Beaches Plumbing Co.,Fixed running toilet
2024-03-24,Parkdale Walk-Up,Unit 6,SNOW REMOVAL,125.17,TRUE,Snowline Property Services,Walkway and steps cleared
09/03/2024,Leslieville Fourplex,Unit 3,Snow Removal,189.31,Yes,Snowline Property Services,Salted front steps
18/03/2024,Parkdale Walk-Up,Unit 12,Plumbing,304.29,N,Beaches Plumbing Co.,Cleared bathroom drain
2024-04-01,Danforth Triplex,Main,Rent,2259.00,Y,,
2024-04-01,Danforth Triplex,Upper,Rent,2522,Y,,
03/04/2024,Danforth Triplex,Lower,Rent,1734,Y,,
2024-04-01,Leslieville Fourplex,Unit 1,Rent,1996,yes,,
2024/04/05,Leslieville Fourplex,Unit 2,Rent,2049.00,Y,,
2024-04-01,Leslieville Fourplex,Unit 3,Rent,2154,N,,
2024-04-01,leslieville fourplex,Unit 4,Rent,2364.00,Y,,
01/04/2024,PARKDALE WALK-UP,Unit 1,Rent,1628.00,Y,,
2024-04-01,Parkdale Walk-Up,Unit 2,Rent,1676.00,Yes,,
2024-04-01,parkdale walk-up,Unit 3,Rent,1723.00,Y,,
"Apr 3, 2024",Parkdale Walk-Up,Unit 4,Rent,1770,N,,
2024-04-03,Parkdale Walk-Up,Unit 5,Rent,1818.00,Y,,
"Apr 1, 2024",Parkdale Walk-Up,Unit 6,Rent,1865.00,Y,,
03/04/2024,Parkdale Walk-Up,Unit 7,Rent,1912.00,Y,,
"Apr 3, 2024", Parkdale Walk-Up ,Unit 8,Rent,1959,TRUE,,
2024-04-03,Parkdale Walk-Up,Unit 9,Rent,2007,Y,,
"Apr 1, 2024", Parkdale Walk-Up ,Unit 10,Rent,2054,Yes,,
2024-04-05,parkdale walk-up,Unit 12,Rent,2149.00,Y,,
2024-04-25,Danforth Triplex,Upper,Pest Control,194.45,Y,Queen West Pest Control,"Mice treatment, basement"
"Apr 21, 2024", Parkdale Walk-Up ,Unit 7,Plumbing,301.67,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
05/04/2024,Leslieville Fourplex,Unit 3,Pest Control,180.86,yes,Queen West Pest Control,Follow-up treatment
2024/04/21,Danforth Triplex,Lower,Cleaning,147.68,TRUE,Greenwood Cleaning,Common area clean
 2024/04/11,Danforth Triplex,Main,Pest Control,181.52,No,Queen West Pest Control,Follow-up treatment
2024-04-06,Leslieville Fourplex,Unit 1,Electrical,290.36,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2024-04-30,Leslieville Fourplex,Unit 3,Electrical,660.67,N,Leslieville Electric Ltd,Swapped hallway light fixture
2024-04-28,Danforth Triplex,Lower,Appliance,TBD,Y,Riverdale Appliance Repair,Fridge not cooling
2024-04-12,Danforth Triplex,Main, Cleaning ,130.48,Y, Greenwood Cleaning,Turnover clean
2024-04-15,Parkdale Walk-Up,Unit 12,Plumbing,484.32,Y,Beaches Plumbing Co.,Cleared bathroom drain
2024-04-14,Parkdale Walk-Up,Unit 11,Pest Control,50.21,Y,Queen West Pest Control,"Mice treatment, basement"
"Apr 19, 2024",Parkdale Walk-Up,Unit 6,Electrical,355.76,N,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2024-04-14,Danforth Triplex,Lower,Cleaning,172.96,Y,Greenwood Cleaning, Common area clean
2024-04-09,Parkdale Walk-Up,Unit 12,Electrical,630.97,Y,Leslieville Electric Ltd,Replaced GFCI outlet
22/04/2024,Danforth Triplex,Lower,Cleaning,182.11,no,Greenwood Cleaning,Turnover clean
2024-04-20,Danforth Triplex,Lower,Snow Removal,284.61,Y,Snowline Property Services,Walkway and steps cleared
2024-04-10,Danforth Triplex,Upper, Pest Control ,291.81,No,Queen West Pest Control,Follow-up treatment
2024-05-01,Danforth Triplex,Main,Rent,"$2,259.00",Y,,
03/05/2024,Danforth Triplex,Upper,Rent,2522.00,Y,,
2024-05-05,Danforth Triplex,Lower,Rent,1734.00,Y,,
01/05/2024,Leslieville Fourplex,Unit 1,Rent,"$1,996.00",Y,,
2024-05-01,Leslieville Fourplex,Unit 2,Rent,2049,Y,,
03/05/2024,Leslieville Fourplex,Unit 3,Rent,"$2,154.00",Y,,
2024-05-01,Leslieville Fourplex,Unit 4,Rent,2364.00,Y,,
2024-05-01,Parkdale Walk-Up,Unit 1,Rent,1628.00,Y,,
2024-05-05,PARKDALE WALK-UP,Unit 2,Rent,1676,Yes,,
2024-05-05,Parkdale Walk-Up,Unit 3,Rent,"$1,723.00",yes,,
2024-05-01,Parkdale Walk-Up,Unit 4,Rent,1770,Yes,,
2024-05-05,Parkdale Walk-Up,Unit 5,Rent,1818.00,Yes,,
2024-05-01  ,Parkdale Walk-Up,Unit 6,Rent,1865.00,Y,,
2024-05-05,Parkdale Walk-Up,Unit 7,Rent,1912,Yes,,
01/05/2024,Parkdale Walk-Up,Unit 8,Rent,1959,Y,,
01/05/2024,Parkdale Walk-Up,Unit 9,Rent,2007.00,Y,,
01/05/2024,Parkdale Walk-Up,Unit 10,Rent,2054,Y,,
2024-05-01,Parkdale Walk-Up,Unit 11,Rent,2101,Y,,
2024-05-01,Parkdale Walk-Up,Unit 12,Rent,2149,TRUE,,
"May 4, 2024",Leslieville Fourplex,Unit 1,Cleaning,187.20,Yes,Greenwood Cleaning,Common area clean
2024-05-24,Danforth Triplex,Common area,Cleaning,174.06,Y,Greenwood Cleaning,Turnover clean
"May 14, 2024",Leslieville Fourplex,Unit 1,Snow Removal,105.19,yes,Snowline Property Services,Walkway and steps cleared
2024-05-09,Leslieville Fourplex,Unit 2,Heating,768.46,TRUE,Don Valley HVAC,Bled radiators
2024-05-30,danforth triplex,Upper,Plumbing,209.41,Y,Beaches Plumbing Co.,Cleared bathroom drain
12/05/2024,Leslieville Fourplex,Unit 1,Appliance,318.63,yes,Riverdale Appliance Repair,Stove element replaced
2024-05-09,Leslieville Fourplex,Unit 3,Landscaping,292.98,Y,Greenwood Cleaning,Leaf cleanup
"May 29, 2024",Danforth Triplex,Common area,Appliance,40.00,Yes,Riverdale Appliance Repair,Fridge not cooling
2024-05-16,Parkdale Walk-Up,Unit 3,Landscaping,221.47,Yes,Greenwood Cleaning,Leaf cleanup
2024-05-08,Parkdale Walk-Up,Unit 4,Electrical,471.48,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2024-05-09,Leslieville Fourplex,Common area,Electrical,496.35,Y,Leslieville Electric Ltd,Replaced GFCI outlet
2024-05-07,Parkdale Walk-Up,Unit 3,Landscaping,139.34,Y,Greenwood Cleaning,Lawn cut and edging
29/05/2024,Danforth Triplex,Lower,Electrical,580.09,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2024/05/29,parkdale walk-up,Unit 4,Plumbing,$330.15,Yes,Beaches Plumbing Co.,Fixed running toilet
2024-05-25, Danforth Triplex ,Main,Pest Control,390.54,N,Queen West Pest Control,Follow-up treatment
2024-05-29,Parkdale Walk-Up,Unit 8,Appliance,247.35,Y,Riverdale Appliance Repair,Fridge not cooling
09/05/2024,Danforth Triplex,Upper,Landscaping,214.94,TRUE,Greenwood Cleaning,Lawn cut and edging
2024-05-29,Danforth Triplex,Common area,Appliance,145.62,Yes,Riverdale Appliance Repair  ,Fridge not cooling
2024-05-26,Danforth Triplex,Upper,Plumbing,277.46,yes,Beaches Plumbing Co., Fixed running toilet
2024-05-17,Parkdale Walk-Up,Unit 11,Pest Control,356.32,Yes,Queen West Pest Control,Follow-up treatment
2024/05/03, Leslieville Fourplex ,Unit 1,Plumbing,210.79,Y,Beaches Plumbing Co.,Replaced kitchen faucet cartridge
"May 20, 2024",Leslieville Fourplex,Unit 3,Pest Control,220.48,Yes,Queen West Pest Control,Follow-up treatment
"Jun 1, 2024",Danforth Triplex,Main,Rent,2259,Y,,
01/06/2024,Danforth Triplex,Upper,Rent,N/A,TRUE,,
2024-06-05,Danforth Triplex,Lower,Rent,1734,yes,,
2024-06-05,LESLIEVILLE FOURPLEX,Unit 1,Rent,1996.00,Yes,,
2024-06-02,LESLIEVILLE FOURPLEX,Unit 2,Rent,2049,no,,
2024/06/01,Leslieville Fourplex,Unit 3,Rent,2154.00,Y,,
2024-06-01,Leslieville Fourplex,Unit 4,Rent,2364,Y,,
2024-06-05,Parkdale Walk-Up,Unit 1,Rent,1628,Y,,
2024/06/05,Parkdale Walk-Up,Unit 2,Rent,1676.00,Y,,
"Jun 1, 2024",Parkdale Walk-Up,Unit 3,Rent,1723,Yes,,
"Jun 2, 2024",Parkdale Walk-Up,Unit 4,Rent,1770.00,FALSE,,
2024-06-03,Parkdale Walk-Up,Unit 5,Rent,1818,Yes,,
2024-06-03,Parkdale Walk-Up,Unit 6,Rent,"$1,865.00",N,,
2024-06-01,Parkdale Walk-Up,Unit 7,Rent,"$1,912.00",Yes,,
"Jun 1, 2024",Parkdale Walk-Up,Unit 8,Rent,1959.00,yes,,
2024-06-05,Parkdale Walk-Up,Unit 10,Rent,2054,Y,,
2024-06-03,Parkdale Walk-Up,Unit 11,Rent,2101.00,Y,,
2024-06-02,Parkdale Walk-Up,Unit 12,Rent,2149.00,Y,,
2024-06-07,Parkdale Walk-Up,Unit 10,Electrical,TBD,Y,Leslieville Electric Ltd,Swapped hallway light fixture
2024-06-26,Leslieville Fourplex,Unit 4,Appliance,214.89,Y,Riverdale Appliance Repair,Stove element replaced
2024/06/10,Leslieville Fourplex,Common area,Cooling,$539.69,Y,Don Valley HVAC,Window unit replaced
02/06/2024,Danforth Triplex,Upper,Cooling,395.86,Y,Don Valley HVAC,"AC not cooling, recharged"
2024-06-29,Parkdale Walk-Up,Unit 1,Plumbing,$512.60,N,Beaches Plumbing Co.,Replaced shut-off valve
2024-06-14,Danforth Triplex,Common area,Pest Control,256.46,N,Queen West Pest Control,Follow-up treatment
2024-06-10,DANFORTH TRIPLEX,Upper,Plumbing,360.13,Y,Beaches Plumbing Co.,Cleared bathroom drain
2024-06-03,Leslieville Fourplex,Unit 4,Cleaning,$87.70,Y,Greenwood Cleaning,Turnover clean
16/06/2024,Parkdale Walk-Up,Unit 9,Plumbing,425.18,Y,Beaches Plumbing Co.,Cleared bathroom drain
2024-06-11,Parkdale Walk-Up,Unit 2,Appliance,472.88,Y,Riverdale Appliance Repair,Dryer belt replaced
2024-06-08,Danforth Triplex,Main,Pest Control,235.95,Y,Queen West Pest Control,"Mice treatment, basement"
2024-06-08,Danforth Triplex,Lower,Cooling,350.17,Y,Don Valley HVAC,Window unit replaced
2024-06-30,Leslieville Fourplex,Common area,Cleaning,95.58,Y,Greenwood Cleaning,Turnover clean
"Jun 14, 2024",Parkdale Walk-Up,Unit 6,Landscaping,357.29,Y,Greenwood Cleaning,Lawn cut and edging
2024-06-16,Danforth Triplex,Lower,Appliance,196.96,no,Riverdale Appliance Repair,Fridge not cooling
2024-06-12,Leslieville Fourplex,Unit 1,Cleaning,121.98,Y,Greenwood Cleaning,Turnover clean
2024-06-09,Parkdale Walk-Up,Common area,Landscaping,58.55,TRUE,Greenwood Cleaning,Leaf cleanup
2024-06-14,Danforth Triplex,Lower,Plumbing,380.15,Y,Beaches Plumbing Co.,Fixed running toilet
2024-06-01,Parkdale Walk-Up,Unit 10,Plumbing,438.09,Y,Beaches Plumbing Co.,Fixed running toilet
2024-06-15,Parkdale Walk-Up,Unit 10,Electrical,251.26,Y,Leslieville Electric Ltd,"Breaker tripping, traced to dryer"
2024-06-11,Danforth Triplex,Common area,Pest Control,195.62,N,Queen West Pest Control,"Mice treatment, basement"
2024/06/29,Parkdale Walk-Up,Unit 10,Appliance,252.71,Yes,Riverdale Appliance Repair,Dryer belt replaced
2024-07-01,Danforth Triplex,Main,Rent,2259,Y,,
2024-07-01,Danforth Triplex,Upper,Rent,2522.00,Y,,
2024-07-01,Danforth Triplex,Lower, Rent ,1734.00,yes,,
2024-07-01,Leslieville Fourplex,Unit 1,Rent,1996.00,yes,,
2024-07-01,Leslieville Fourplex,Unit 2,Rent,2049,Y,,
2024-07-05,Leslieville Fourplex,Unit 3,Rent,2154,Y,,
2024-07-02,Leslieville Fourplex,Unit 4,Rent,2364.00,TRUE,,
2024-07-01,Parkdale Walk-Up,Unit 2,Rent,1676.00,yes,,
2024-07-02,Parkdale Walk-Up,Unit 3,Rent,1723.00,Yes,,
2024-07-03,Parkdale Walk-Up,Unit 4,Rent,1770.00,yes,,
2024-07-01,Parkdale Walk-Up,Unit 5,Rent,1818.00,Y,,
2024-07-02,Parkdale Walk-Up,Unit 6,Rent,1865,Y,,
"Jul 1, 2024", Parkdale Walk-Up ,Unit 7,Rent,1912.00,Yes,,
01/07/2024,Parkdale Walk-Up,Unit 8,Rent,1959,Y,,
2024-07-05,Parkdale Walk-Up,Unit 9,rent,2007.00,Y,,
